year	eqdgccellcode	kingdomkey	kingdom	familykey	family	specieskey	species	occurrences	mincoordinateuncertaintyinmeters	mintemporaluncertainty	familycount
2020	E011N55BC	1	Animalia	3240723	Cricetidae	5706764	Myodes glareolus	1	1000	86400	1954
2020	E011N55CB	1	Animalia	9368	Vespertilionidae	2432359	Eptesicus serotinus	15	3	86400	16848
2020	E011N55CD	1	Animalia	9368	Vespertilionidae	5218471	Pipistrellus nathusii	27	3	86400	16848
2020	E011N55DB	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	10	23	86400	45524
2020	E011N56DD	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	1	940	86400	39284
2020	E012N54AB	1	Animalia	5307	Mustelidae	5218911	Mustela putorius	1	980	86400	23427
2020	E012N55AA	1	Animalia	5307	Mustelidae	5218911	Mustela putorius	4	30	86400	23427
2020	E012N55AB	1	Animalia	5722	Erinaceidae	5219616	Erinaceus europaeus	8	0.5	86400	3807
2020	E012N55AD	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	1	0.5	86400	39284
2020	E012N55BA	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	3	50	86400	9311
2020	E012N55CA	1	Animalia	9368	Vespertilionidae	2432359	Eptesicus serotinus	1	760.36	86400	16848
2020	E012N55CC	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	2	2	1	15823
2020	E012N56CC	1	Animalia	5534	Soricidae	8316400	Sorex araneus	3	8	1	1360
2020	E012N56DC	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	3	24	1	15823
2020	E015N54AA	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	4	60	86400	45524
2019	E008N54BB	1	Animalia	3240723	Cricetidae	4265185	Arvicola amphibius	1	680	86400	1954
2019	E008N55AD	1	Animalia	9368	Vespertilionidae	2432439	Myotis daubentonii	4	122.62	86400	16848
2019	E008N55CB	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	2	840	86400	45524
2019	E008N55DD	1	Animalia	5307	Mustelidae	2433875	Meles meles	1	50	86400	23427
2019	E008N56AD	1	Animalia	5307	Mustelidae	5218911	Mustela putorius	1	50	86400	23427
2019	E008N56CC	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	2	50	86400	34858
2019	E008N56DB	1	Animalia	5298	Cervidae	5220136	Dama dama	10	50	86400	34858
2019	E009N54AA	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	2	720	86400	34858
2019	E009N55AA	1	Animalia	5298	Cervidae	5220136	Dama dama	10	24	86400	34858
2019	E009N55BA	1	Animalia	9368	Vespertilionidae	2432439	Myotis daubentonii	1	716.24	86400	16848
2019	E009N55BB	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	7	3	86400	9311
2019	E009N55BD	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	1	50	86400	39284
2019	E009N55CD	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	2	122	60	9311
2019	E009N56AA	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	2	157.5	86400	34858
2019	E009N56BB	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	1	140	86400	15823
2019	E009N56CB	1	Animalia	9368	Vespertilionidae	5218465	Pipistrellus pipistrellus	1	822.28	86400	16848
2019	E009N56DA	1	Animalia	5722	Erinaceidae	5219616	Erinaceus europaeus	1	19	60	3807
2019	E009N56DC	1	Animalia	9368	Vespertilionidae	5218471	Pipistrellus nathusii	12	3	86400	16848
2019	E009N57CC	1	Animalia	9701	Canidae	2434552	Nyctereutes procyonoides	1	1000	86400	9311
2019	E009N57DC	1	Animalia	5722	Erinaceidae	5219616	Erinaceus europaeus	1	1000	60	3807
2019	E010N54BC	1	Animalia	5307	Mustelidae	2433875	Meles meles	2	790	86400	23427
2019	E010N55BC	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	1	960	86400	39284
2019	E010N55CD	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	22	15	60	34858
2019	E010N56AA	1	Animalia	9701	Canidae	2434552	Nyctereutes procyonoides	1	50	86400	9311
2019	E010N56AD	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	4	550	86400	45524
2019	E010N56CC	1	Animalia	5510	Muridae	2437756	Apodemus flavicollis	1	50	86400	4493
2019	E010N56DA	1	Animalia	3240723	Cricetidae	5706764	Myodes glareolus	1	480	86400	1954
2019	E010N57AD	1	Animalia	9701	Canidae	5219173	Canis lupus	2	50	86400	9311
2019	E010N57CB	1	Animalia	5510	Muridae	2437756	Apodemus flavicollis	4	50	86400	4493
2019	E011N54AA	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	1	560	86400	9311
2019	E011N54BA	1	Animalia	5298	Cervidae	5220136	Dama dama	1	50	86400	34858
2019	E011N54BC	1	Animalia	9368	Vespertilionidae	5707150	Pipistrellus pygmaeus	1	587.45	86400	16848
2019	E011N55AB	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	2	340	86400	45524
2019	E011N55BA	1	Animalia	3240723	Cricetidae	5706764	Myodes glareolus	2	10	60	1954
2019	E011N55BC	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	2	122	60	15823
2019	E011N55CB	1	Animalia	9368	Vespertilionidae	2432359	Eptesicus serotinus	12	3	86400	16848
2019	E011N55DA	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	5	50	86400	15823
2019	E011N55DD	1	Animalia	9368	Vespertilionidae	5218507	Plecotus auritus	14	3	86400	16848
2019	E012N54AA	1	Animalia	9368	Vespertilionidae	5707150	Pipistrellus pygmaeus	3	50	86400	16848
2019	E012N55AA	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	28	12.36	86400	34858
2019	E012N55AC	1	Animalia	9368	Vespertilionidae	2432359	Eptesicus serotinus	2	210.8	86400	16848
2019	E012N55AD	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	103	5	1	15823
2019	E012N55BC	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	2	34	1	39284
2019	E012N55CB	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	2	50	86400	39284
2019	E012N56CC	1	Animalia	5493	Castoridae	4409131	Castor fiber	3	10	86400	200
2019	E014N55DB	1	Animalia	9703	Felidae	2435035	Felis catus	3	14	86400	753
2019	E015N55CC	1	Animalia	5307	Mustelidae	5218823	Mustela vison	2	500	86400	23427
2018	E008N55AB	1	Animalia	5307	Mustelidae	5219019	Mustela erminea	2	50	86400	23427
2018	E008N55BC	1	Animalia	9701	Canidae	2434552	Nyctereutes procyonoides	4	50	86400	9311
2018	E008N55DC	1	Animalia	5307	Mustelidae	2433753	Lutra lutra	1	25	86400	23427
2018	E008N56AD	1	Animalia	9701	Canidae	2434552	Nyctereutes procyonoides	1	1000	86400	9311
2018	E008N56CD	1	Animalia	9701	Canidae	2434552	Nyctereutes procyonoides	3	17	86400	9311
2018	E008N56DD	1	Animalia	5510	Muridae	2437756	Apodemus flavicollis	1	15	60	4493
2018	E009N54BA	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	4	33	86400	34858
2018	E009N55AD	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	2	61.68	86400	9311
2018	E009N55BC	1	Animalia	3240723	Cricetidae	4265185	Arvicola amphibius	1	7	86400	1954
2018	E009N55CD	1	Animalia	9701	Canidae	2434552	Nyctereutes procyonoides	4	1000	86400	9311
2018	E009N55DD	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	4	170	86400	15823
2018	E009N56BB	1	Animalia	5307	Mustelidae	5218878	Martes martes	1	400	86400	23427
2018	E009N56CB	1	Animalia	5493	Castoridae	4409131	Castor fiber	1	5	86400	200
2018	E009N56DB	1	Animalia	9368	Vespertilionidae	5707150	Pipistrellus pygmaeus	1	653.95	86400	16848
2018	E009N57CD	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	1	840	86400	34858
2018	E010N54AB	1	Animalia	5298	Cervidae	5220136	Dama dama	1	50	86400	34858
2018	E010N55AB	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	1	221	86400	39284
2018	E010N55CB	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	2	50	86400	39284
2018	E010N55DB	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	2	610	86400	45524
2018	E010N56AC	1	Animalia	9361	Phocoenidae	2440669	Phocoena phocoena	1	100	86400	19402
2018	E010N56CB	1	Animalia	5307	Mustelidae	2433753	Lutra lutra	1	100	86400	23427
2018	E010N56CC	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	15	9	1	15823
2018	E010N57AD	1	Animalia	9361	Phocoenidae	2440669	Phocoena phocoena	1	680	86400	19402
2018	E010N57CA	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	1	41.6	86400	45524
2018	E011N54AD	1	Animalia	5307	Mustelidae	5219019	Mustela erminea	1	50	86400	23427
2018	E011N55AA	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	1	860	86400	34858
2018	E011N55BB	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	6	50	1	39284
2018	E011N55BD	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	10	50	86400	45524
2018	E011N55DB	1	Animalia	5307	Mustelidae	5218823	Mustela vison	1	20	86400	23427
2018	E012N54AA	1	Animalia	9368	Vespertilionidae	2432564	Vespertilio murinus	25	3	86400	16848
2018	E012N54BA	1	Animalia	9368	Vespertilionidae	2432582	Barbastella barbastellus	9	3	86400	16848
2018	E012N55AB	1	Animalia	5510	Muridae	2437760	Apodemus sylvaticus	2	33	86400	4493
2018	E012N55AD	1	Animalia	5510	Muridae	2439261	Rattus norvegicus	8	4	86400	4493
2018	E012N55BC	1	Animalia	3240723	Cricetidae	4265185	Arvicola amphibius	1	390	86400	1954
2018	E012N55CC	1	Animalia	9368	Vespertilionidae	2432359	Eptesicus serotinus	27	3	86400	16848
2018	E012N55DC	1	Animalia	9368	Vespertilionidae	2432389	Myotis nattereri	2	3	86400	16848
2018	E012N56CD	1	Animalia	5722	Erinaceidae	5219616	Erinaceus europaeus	1	11	86400	3807
2018	E014N55DC	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	6	20	86400	15823
2018	E015N55CC	1	Animalia	9368	Vespertilionidae	2432439	Myotis daubentonii	2	479.03	86400	16848
2017	E008N54BB	1	Animalia	3240572	Myocastoridae	4264680	Myocastor coypus	1	3	86400	8
2017	E008N55AC	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	3	9	86400	34858
2017	E008N55CB	1	Animalia	9379	Leporidae	2436940	Oryctolagus cuniculus	2	25	86400	45524
2017	E008N55DD	1	Animalia	5298	Cervidae	2440958	Cervus elaphus	4	50	86400	34858
2017	E008N56BA	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	1	3	86400	9311
2017	E008N56CC	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	1	75	86400	34858
2017	E008N56DD	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	10	50	86400	34858
2017	E009N54BA	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	8	310	86400	34858
2017	E009N55AB	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	1	75	86400	34858
2017	E009N55BB	1	Animalia	9368	Vespertilionidae	5707150	Pipistrellus pygmaeus	2	810	86400	16848
2017	E009N55CC	1	Animalia	5307	Mustelidae	2433753	Lutra lutra	3	3	86400	23427
2017	E009N55DD	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	2	25	86400	34858
2017	E009N56BC	1	Animalia	5298	Cervidae	5220136	Dama dama	1	75	86400	34858
2017	E009N56DA	1	Animalia	5298	Cervidae	2440954	Cervus nippon	1	50	86400	34858
2017	E009N56DD	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	11	25	86400	45524
2017	E009N57DC	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	1	75	86400	45524
2017	E010N55AA	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	6	75	86400	39284
2017	E010N55BC	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	1	75	86400	34858
2017	E010N55CD	1	Animalia	5307	Mustelidae	2433753	Lutra lutra	9	3	86400	23427
2017	E010N55DD	1	Animalia	5722	Erinaceidae	5219616	Erinaceus europaeus	1	210	86400	3807
2017	E010N56BD	1	Animalia	5298	Cervidae	2440958	Cervus elaphus	1	75	86400	34858
2017	E010N56CC	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	16	20	86400	45524
2017	E010N57AD	1	Animalia	5307	Mustelidae	5218987	Mustela nivalis	1	75	86400	23427
2017	E010N57CA	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	3	3	86400	9311
2017	E011N54AA	1	Animalia	5298	Cervidae	5220136	Dama dama	1	150	86400	34858
2017	E011N54BC	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	4	133.17	86400	45524
2017	E011N55AD	1	Animalia	5307	Mustelidae	5218878	Martes martes	1	75	86400	23427
2017	E011N55BC	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	2	3	86400	9311
2017	E011N55CC	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	1	710	86400	15823
2017	E011N55DD	1	Animalia	9368	Vespertilionidae	2432452	Myotis dasycneme	1	3	86400	16848
2017	E012N54AA	1	Animalia	9469	Talpidae	7872906	Talpa europaea	1	980	86400	753
2017	E012N55AB	1	Animalia	3240723	Cricetidae	4265185	Arvicola amphibius	2	50	86400	1954
2017	E012N55AD	1	Animalia	9368	Vespertilionidae	2432359	Eptesicus serotinus	1	3	86400	16848
2017	E012N55BC	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	6	75	86400	39284
2017	E012N55CA	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	24	20	86400	45524
2017	E012N55CD	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	2	72	86400	34858
2017	E012N56DC	1	Animalia	9703	Felidae	2435035	Felis catus	1	1000	1	753
2017	E015N55CC	1	Animalia	9703	Felidae	2435035	Felis catus	2	250	86400	753
2016	E008N55AA	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	1	250	86400	9311
2016	E008N55BA	1	Animalia	5298	Cervidae	2440958	Cervus elaphus	2	50	86400	34858
2016	E008N55DB	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	1	710	86400	9311
2016	E008N56BA	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	1	50	86400	34858
2016	E008N56DB	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	1	38	86400	45524
2016	E009N54BA	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	2	75	86400	34858
2016	E009N55AB	1	Animalia	5722	Erinaceidae	5219616	Erinaceus europaeus	21	10	86400	3807
2016	E009N55BB	1	Animalia	9703	Felidae	2435035	Felis catus	1	870	86400	753
2016	E009N55CA	1	Animalia	3240723	Cricetidae	2438616	Microtus agrestis	1	580	86400	1954
2016	E009N55DC	1	Animalia	9361	Phocoenidae	2440669	Phocoena phocoena	1	75	86400	19402
2016	E009N56BB	1	Animalia	5298	Cervidae	5220136	Dama dama	2	790	86400	34858
2016	E009N56DA	1	Animalia	9368	Vespertilionidae	2432452	Myotis dasycneme	1	397.71	86400	16848
2016	E009N56DC	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	4	25	86400	45524
2016	E009N57DC	1	Animalia	5298	Cervidae	5220136	Dama dama	1	980	86400	34858
2016	E010N55AA	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	1	75	86400	39284
2016	E010N55BC	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	2	75	86400	45524
2016	E010N55DA	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	1	750	86400	15823
2016	E010N56AC	1	Animalia	5307	Mustelidae	5218911	Mustela putorius	1	50	86400	23427
2016	E010N56CC	1	Animalia	5307	Mustelidae	5219019	Mustela erminea	6	6	86400	23427
2016	E010N57AC	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	2	790	86400	9311
2016	E010N57CB	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	1	820	86400	34858
2016	E011N54BB	1	Animalia	5307	Mustelidae	5218878	Martes martes	1	38	86400	23427
2016	E011N55AB	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	1	5	86400	45524
2016	E011N55BB	1	Animalia	9361	Phocoenidae	2440669	Phocoena phocoena	10	75	86400	19402
2016	E011N55CA	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	34	75	86400	45524
2016	E011N55DA	1	Animalia	5298	Cervidae	5220136	Dama dama	2	50	86400	34858
2016	E011N55DD	1	Animalia	9368	Vespertilionidae	5218471	Pipistrellus nathusii	3	335.68	86400	16848
2016	E012N54BA	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	17	38	86400	34858
2016	E012N55AB	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	46	13	86400	34858
2016	E012N55AD	1	Animalia	5307	Mustelidae	5219019	Mustela erminea	3	2	86400	23427
2016	E012N55BC	1	Animalia	5510	Muridae	2439261	Rattus norvegicus	9	4	1	4493
2016	E012N55CB	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	1	75	86400	45524
2016	E012N56CC	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	2	5	86400	15823
2016	E014N55DC	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	4	50	86400	34858
2015	E003N55BB	1	Animalia	9361	Phocoenidae	2440669	Phocoena phocoena	2	1000	1	19402
2015	E008N54BB	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	1	850	86400	15823
2015	E008N55AD	1	Animalia	5307	Mustelidae	5219019	Mustela erminea	1	250	86400	23427
2015	E008N55CB	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	1	250	86400	9311
2015	E008N55DC	1	Animalia	5722	Erinaceidae	5219616	Erinaceus europaeus	2	50	86400	3807
2015	E008N56BA	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	1	856.64	86400	9311
2015	E008N56CB	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	5	100	86400	45524
2015	E008N56DD	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	12	5	86400	45524
2015	E009N54AB	1	Animalia	9368	Vespertilionidae	5218507	Plecotus auritus	2	632.18	86400	16848
2015	E009N54BB	1	Animalia	9368	Vespertilionidae	2432359	Eptesicus serotinus	2	562.61	86400	16848
2015	E009N55AD	1	Animalia	5307	Mustelidae	5218987	Mustela nivalis	1	5	86400	23427
2015	E009N55BC	1	Animalia	9361	Phocoenidae	2440669	Phocoena phocoena	2	25	86400	19402
2015	E009N55CB	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	1	640	86400	34858
2015	E009N55DB	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	6	1	86400	9311
2015	E009N56AA	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	2	5	86400	15823
2015	E009N56BB	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	1	1000	86400	39284
2015	E009N56CC	1	Animalia	5722	Erinaceidae	5219616	Erinaceus europaeus	1	100	86400	3807
2015	E009N56DA	1	Animalia	5307	Mustelidae	5218878	Martes martes	1	1000	86400	23427
2015	E009N56DC	1	Animalia	5722	Erinaceidae	5219616	Erinaceus europaeus	16	5	86400	3807
2015	E009N57CC	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	2	25	86400	15823
2015	E009N57DD	1	Animalia	5307	Mustelidae	5218987	Mustela nivalis	1	75	86400	23427
2015	E010N55AA	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	21	75	86400	39284
2015	E010N55AD	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	4	75	86400	34858
2015	E010N55CB	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	4	99.78	86400	34858
2015	E010N55DB	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	1	1000	86400	39284
2015	E010N55DD	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	9	10	86400	45524
2015	E010N56AD	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	4	960	86400	39284
2015	E010N56CB	1	Animalia	9368	Vespertilionidae	2432564	Vespertilio murinus	2	673.99	86400	16848
2015	E010N56CC	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	441	3	86400	45524
2015	E010N56DB	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	1	920	86400	34858
2015	E010N57BA	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	1	870	86400	9311
2015	E010N57CC	1	Animalia	5722	Erinaceidae	5219616	Erinaceus europaeus	20	10	86400	3807
2015	E011N54AA	1	Animalia	5722	Erinaceidae	5219616	Erinaceus europaeus	14	5	86400	3807
2015	E011N54BA	1	Animalia	9368	Vespertilionidae	5218524	Nyctalus noctula	2	523.34	86400	16848
2015	E011N54BC	1	Animalia	3240723	Cricetidae	5706764	Myodes glareolus	2	500	86400	1954
2015	E011N55AC	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	7	20	86400	9311
2015	E011N55BB	1	Animalia	5307	Mustelidae	5218823	Mustela vison	1	760	86400	23427
2015	E011N55CA	1	Animalia	5722	Erinaceidae	5219616	Erinaceus europaeus	10	5	86400	3807
2015	E011N55DA	1	Animalia	9368	Vespertilionidae	2432359	Eptesicus serotinus	2	167	86400	16848
2015	E011N55DC	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	1	540	86400	9311
2015	E011N57CA	1	Animalia	9361	Phocoenidae	2440669	Phocoena phocoena	2	1000	86400	19402
2015	E012N55AA	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	51	59	86400	34858
2015	E012N55AC	1	Animalia	5307	Mustelidae	5219019	Mustela erminea	1	75	86400	23427
2015	E012N55BA	1	Animalia	5298	Cervidae	2440954	Cervus nippon	2	50	86400	34858
2015	E012N55BC	1	Animalia	5298	Cervidae	5220136	Dama dama	3	75	86400	34858
2015	E012N55CC	1	Animalia	9368	Vespertilionidae	2432582	Barbastella barbastellus	2	495.73	86400	16848
2015	E012N56CC	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	46	5	86400	15823
2015	E014N55DC	1	Animalia	5307	Mustelidae	5218823	Mustela vison	3	9	86400	23427
2015	E015N55CC	1	Animalia	5534	Soricidae	8316400	Sorex araneus	4	820	86400	1360
2014	E008N55AB	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	16	680	86400	45524
2014	E008N55CB	1	Animalia	9379	Leporidae	2436940	Oryctolagus cuniculus	1	680	86400	45524
2014	E008N56AB	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	5	1000	86400	39284
2014	E008N56BB	1	Animalia	9368	Vespertilionidae	2432359	Eptesicus serotinus	2	601.31	86400	16848
2014	E008N56DB	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	1	75	86400	34858
2014	E008N57DD	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	2	950	86400	34858
2014	E009N55AA	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	6	150	86400	9311
2014	E009N55BC	1	Animalia	5298	Cervidae	5220136	Dama dama	1	650	86400	34858
2014	E009N55DA	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	5	1000	86400	45524
2014	E009N56AD	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	1	242.93	86400	34858
2014	E009N56BD	1	Animalia	9368	Vespertilionidae	2432439	Myotis daubentonii	2	427.43	86400	16848
2014	E009N56CD	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	1	290	86400	9311
2014	E009N56DB	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	2	920	86400	34858
2014	E009N56DD	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	23	160	86400	45524
2014	E009N57DC	1	Animalia	9368	Vespertilionidae	2432359	Eptesicus serotinus	4	278.15	86400	16848
2014	E010N54AB	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	8	210	86400	45524
2014	E010N55AC	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	2	330	86400	9311
2014	E010N55CB	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	1	890	86400	34858
2014	E010N55DC	1	Animalia	5534	Soricidae	2435767	Neomys fodiens	1	530	86400	1360
2014	E010N56AB	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	19	770	86400	45524
2014	E010N56CC	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	10	840	86400	39284
2014	E010N56DC	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	3	118	86400	39284
2014	E010N57BC	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	4	1000	86400	39284
2014	E010N57CD	1	Animalia	9368	Vespertilionidae	5707150	Pipistrellus pygmaeus	8	190.84	86400	16848
2014	E011N54BA	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	30	3	86400	39284
2014	E011N55AB	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	16	3	86400	39284
2014	E011N55BB	1	Animalia	5307	Mustelidae	5218987	Mustela nivalis	1	61	60	23427
2014	E011N55CC	1	Animalia	9361	Phocoenidae	2440669	Phocoena phocoena	511	3	86400	19402
