year	eqdgccellcode	kingdomkey	kingdom	familykey	family	specieskey	species	occurrences	mincoordinateuncertaintyinmeters	mintemporaluncertainty	familycount
2006	E009N57DB	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	6	1000	86400	45524
2006	E010N55AA	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	4	630	86400	34858
2006	E010N55CB	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	4	420	86400	34858
2006	E010N56AD	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	2	1000	86400	45524
2006	E010N56DA	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	2	460	86400	9311
2006	E010N57CB	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	1	820	86400	34858
2006	E011N54BC	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	5	370	86400	34858
2006	E011N55BA	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	2	560	86400	39284
2006	E011N55DB	1	Animalia	9368	Vespertilionidae	2432439	Myotis daubentonii	1	1000	86400	16848
2006	E012N54AA	1	Animalia	5722	Erinaceidae	5219616	Erinaceus europaeus	1	570	86400	3807
2006	E012N55AD	1	Animalia	3240723	Cricetidae	2438616	Microtus agrestis	1	510	86400	1954
2006	E012N55BC	1	Animalia	5307	Mustelidae	5218887	Martes foina	1	700	86400	23427
2006	E012N56CD	1	Animalia	9368	Vespertilionidae	2432439	Myotis daubentonii	2	467.46	86400	16848
2005	E005N55BD	1	Animalia	9361	Phocoenidae	2440669	Phocoena phocoena	1	1.11	1	19402
2005	E008N55AB	1	Animalia	3240723	Cricetidae	5706764	Myodes glareolus	1	1000	86400	1954
2005	E008N55DA	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	7	480	86400	9311
2005	E008N56CB	1	Animalia	9368	Vespertilionidae	2432439	Myotis daubentonii	1	1000	86400	16848
2005	E008N57DD	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	2	1000	86400	45524
2005	E009N55BB	1	Animalia	3240723	Cricetidae	4265185	Arvicola amphibius	2	580	86400	1954
2005	E009N56AC	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	1	1000	86400	45524
2005	E009N56DD	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	8	210	86400	34858
2005	E009N57DD	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	1	710	86400	34858
2005	E010N55BA	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	2	1000	86400	39284
2005	E010N56AA	1	Animalia	5307	Mustelidae	5219019	Mustela erminea	1	890	86400	23427
2005	E010N56CC	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	3	160	86400	15823
2005	E010N57BA	1	Animalia	9361	Phocoenidae	2440669	Phocoena phocoena	6	1.11	1	19402
2005	E010N57DA	1	Animalia	9361	Phocoenidae	2440669	Phocoena phocoena	1	1.11	1	19402
2005	E011N54BA	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	1	930	86400	34858
2005	E011N54BD	1	Animalia	9368	Vespertilionidae	5707150	Pipistrellus pygmaeus	1	198.92	86400	16848
2005	E011N55BB	1	Animalia	9368	Vespertilionidae	2432439	Myotis daubentonii	1	321.86	86400	16848
2005	E011N55CD	1	Animalia	9361	Phocoenidae	2440669	Phocoena phocoena	1	1000	60	19402
2005	E011N55DD	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	18	3	86400	39284
2005	E011N57CC	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	21	3	86400	39284
2005	E012N55AB	1	Animalia	9368	Vespertilionidae	2432564	Vespertilio murinus	7	520	86400	16848
2005	E012N55BA	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	5	840	86400	9311
2005	E012N55CA	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	3	270	86400	34858
2005	E012N56CD	1	Animalia	5307	Mustelidae	5218911	Mustela putorius	2	570	86400	23427
2004	E008N55AB	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	18	1000	86400	45524
2004	E008N55DA	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	17	150	86400	34858
2004	E008N56CC	1	Animalia	5307	Mustelidae	5218911	Mustela putorius	1	1000	86400	23427
2004	E009N55AA	1	Animalia	5298	Cervidae	2440958	Cervus elaphus	3	820	86400	34858
2004	E009N55CD	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	5	240	86400	45524
2004	E009N56CB	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	2	1000	86400	45524
2004	E009N57CD	1	Animalia	5307	Mustelidae	2433753	Lutra lutra	2	1000	86400	23427
2004	E010N55AC	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	3	1000	86400	39284
2004	E010N56AA	1	Animalia	5307	Mustelidae	2433875	Meles meles	1	890	86400	23427
2004	E010N56CD	1	Animalia	5307	Mustelidae	5218911	Mustela putorius	1	1000	86400	23427
2004	E010N57BC	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	13	1000	86400	39284
2004	E011N54BA	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	14	3	86400	39284
2004	E011N55BB	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	13	990	86400	45524
2004	E011N56DC	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	7	3	86400	39284
2004	E012N55AB	1	Animalia	9368	Vespertilionidae	2432439	Myotis daubentonii	1	1000	86400	16848
2004	E012N55BA	1	Animalia	9368	Vespertilionidae	5218524	Nyctalus noctula	5	840	86400	16848
2004	E012N55CB	1	Animalia	5307	Mustelidae	5218911	Mustela putorius	1	1000	86400	23427
2004	E014N55DD	1	Animalia	9368	Vespertilionidae	7261875	Myotis brandtii	1	1000	86400	16848
2003	E008N55AD	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	1	730	86400	34858
2003	E008N55DB	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	7	230	86400	45524
2003	E008N56BD	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	4	1000	86400	45524
2003	E009N54AA	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	3	1000	86400	45524
2003	E009N55BD	1	Animalia	9361	Phocoenidae	2440669	Phocoena phocoena	1	590	86400	19402
2003	E009N56AB	1	Animalia	5510	Muridae	2437756	Apodemus flavicollis	2	1000	31536000	4493
2003	E009N56CD	1	Animalia	5307	Mustelidae	5219019	Mustela erminea	1	710	86400	23427
2003	E009N57DC	1	Animalia	5307	Mustelidae	5218987	Mustela nivalis	1	1000	86400	23427
2003	E010N55BD	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	1	1000	86400	45524
2003	E010N56CB	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	2	700	86400	34858
2003	E010N57AD	1	Animalia	5307	Mustelidae	5218911	Mustela putorius	3	1000	86400	23427
2003	E010N57DA	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	1	1000	86400	45524
2003	E011N54BD	1	Animalia	5307	Mustelidae	5218887	Martes foina	1	1000	86400	23427
2003	E011N55BC	1	Animalia	5307	Mustelidae	5218911	Mustela putorius	1	1000	2678400	23427
2003	E011N55DA	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	2	420	86400	34858
2003	E011N57CA	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	28	3	86400	39284
2003	E012N55AB	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	4	910	86400	34858
2003	E012N55BC	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	115	3	86400	39284
2003	E012N55CB	1	Animalia	5307	Mustelidae	5218878	Martes martes	2	210	86400	23427
2003	E012N56CD	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	2	570	86400	15823
2002	E008N55AD	1	Animalia	5307	Mustelidae	5218987	Mustela nivalis	1	730	86400	23427
2002	E008N56AB	1	Animalia	5307	Mustelidae	2433753	Lutra lutra	6	1000	86400	23427
2002	E008N56CC	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	3	1000	86400	39284
2002	E009N54BA	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	2	530	86400	34858
2002	E009N55BD	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	3	1000	86400	45524
2002	E009N56AB	1	Animalia	5307	Mustelidae	2433753	Lutra lutra	1	1000	86400	23427
2002	E009N56DB	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	1	180	86400	34858
2002	E009N57DD	1	Animalia	5307	Mustelidae	2433753	Lutra lutra	1	1000	86400	23427
2002	E010N55BC	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	2	650	86400	45524
2002	E010N55DA	1	Animalia	5510	Muridae	7429082	Mus musculus	1	1000	2592000	4493
2002	E010N56AD	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	2	1000	86400	45524
2002	E010N56DC	1	Animalia	5307	Mustelidae	2433875	Meles meles	1	820	86400	23427
2002	E010N57CD	1	Animalia	5307	Mustelidae	5218911	Mustela putorius	1	1000	86400	23427
2002	E011N54BB	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	3	1000	86400	45524
2002	E011N55AD	1	Animalia	5510	Muridae	7429082	Mus musculus	11	1000	86400	4493
2002	E011N55BD	1	Animalia	3240723	Cricetidae	2438616	Microtus agrestis	3	1000	86400	1954
2002	E011N55DA	1	Animalia	5510	Muridae	2439261	Rattus norvegicus	3	160	86400	4493
2002	E011N56BC	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	24	3	86400	39284
2002	E012N55AA	1	Animalia	5534	Soricidae	8316400	Sorex araneus	1	1000	86400	1360
2002	E012N55AD	1	Animalia	3240723	Cricetidae	2438616	Microtus agrestis	4	680	86400	1954
2002	E012N55CA	1	Animalia	5510	Muridae	2437756	Apodemus flavicollis	1	1000	31536000	4493
2002	E012N55CD	1	Animalia	3240723	Cricetidae	2438616	Microtus agrestis	2	1000	31536000	1954
2002	E014N55DB	1	Animalia	5534	Soricidae	8316400	Sorex araneus	1	1000	31536000	1360
2001	E008N55BA	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	3	820	86400	34858
2001	E008N55DA	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	2	110	86400	15823
2001	E008N56AD	1	Animalia	5534	Soricidae	8316400	Sorex araneus	2	80	86400	1360
2001	E008N57DC	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	1	1000	86400	39284
2001	E009N55BB	1	Animalia	9368	Vespertilionidae	5218524	Nyctalus noctula	2	1000	86400	16848
2001	E009N56AA	1	Animalia	3240723	Cricetidae	2438616	Microtus agrestis	1	1000	86400	1954
2001	E009N56CA	1	Animalia	9368	Vespertilionidae	2432359	Eptesicus serotinus	1	1000	86400	16848
2001	E009N57CC	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	1	630	86400	15823
2001	E009N57DD	1	Animalia	5307	Mustelidae	5218911	Mustela putorius	10	870	86400	23427
2001	E010N55CB	1	Animalia	5307	Mustelidae	5218911	Mustela putorius	1	1000	86400	23427
2001	E010N56AD	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	1	1000	86400	45524
2001	E010N56DA	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	9	430	86400	45524
2001	E010N57BA	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	1	1000	86400	45524
2001	E010N57DB	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	6	3	86400	39284
2001	E011N54BC	1	Animalia	5307	Mustelidae	5219019	Mustela erminea	1	24	86400	23427
2001	E011N55AD	1	Animalia	5307	Mustelidae	5218987	Mustela nivalis	1	1000	86400	23427
2001	E011N55BC	1	Animalia	5722	Erinaceidae	5219616	Erinaceus europaeus	1	1000	2592000	3807
2001	E011N55DA	1	Animalia	5510	Muridae	7429082	Mus musculus	13	1000	2678400	4493
2001	E011N56DD	1	Animalia	5510	Muridae	2437756	Apodemus flavicollis	1	1000	86400	4493
2001	E012N55AB	1	Animalia	5510	Muridae	2437756	Apodemus flavicollis	30	1000	86400	4493
2001	E012N55AD	1	Animalia	5307	Mustelidae	5218887	Martes foina	1	1000	86400	23427
2001	E012N55BC	1	Animalia	5534	Soricidae	8316400	Sorex araneus	6	1000	86400	1360
2001	E012N56CC	1	Animalia	5510	Muridae	7429082	Mus musculus	2	1000	86400	4493
2000	E008N55AC	1	Animalia	5307	Mustelidae	2433753	Lutra lutra	1	1000	86400	23427
2000	E008N56AB	1	Animalia	5307	Mustelidae	2433753	Lutra lutra	5	1000	86400	23427
2000	E008N56DA	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	2	970	86400	45524
2000	E009N55BA	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	2	295.84	86400	34858
2000	E009N56AC	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	2	1000	86400	39284
2000	E009N57CC	1	Animalia	5307	Mustelidae	5218823	Mustela vison	1	900	86400	23427
2000	E010N55BC	1	Animalia	9361	Phocoenidae	2440669	Phocoena phocoena	1	620	86400	19402
2000	E010N56DA	1	Animalia	5534	Soricidae	8316400	Sorex araneus	4	1000	31622400	1360
2000	E011N54BD	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	20	3	86400	39284
2000	E011N55CA	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	1	620	86400	34858
2000	E012N55AB	1	Animalia	5510	Muridae	2437756	Apodemus flavicollis	1	1000	2592000	4493
2000	E012N55BD	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	10	3	86400	39284
1999	E008N55AC	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	1	890	86400	34858
1999	E008N56AD	1	Animalia	9435	Dipodidae	2439449	Sicista betulina	1	1000	31536000	153
1999	E009N55AA	1	Animalia	5307	Mustelidae	5218987	Mustela nivalis	1	1000	86400	23427
1999	E009N56AD	1	Animalia	5307	Mustelidae	2433753	Lutra lutra	2	1000	86400	23427
1999	E010N55AC	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	4	1000	86400	39284
1999	E010N56DC	1	Animalia	5307	Mustelidae	2433875	Meles meles	1	500	86400	23427
1999	E011N55BB	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	1	790	86400	45524
1999	E012N55AB	1	Animalia	5307	Mustelidae	5219019	Mustela erminea	1	660	86400	23427
1999	E012N56CD	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	16	660	86400	9311
1998	E008N56AC	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	20	3	86400	39284
1998	E009N55AC	1	Animalia	9368	Vespertilionidae	2432439	Myotis daubentonii	1	1000	86400	16848
1998	E009N56DD	1	Animalia	5534	Soricidae	2435767	Neomys fodiens	1	1000	86400	1360
1998	E010N56AA	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	2	810	86400	34858
1998	E011N54BC	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	11	3	86400	39284
1998	E012N55AA	1	Animalia	5307	Mustelidae	5218911	Mustela putorius	1	1000	86400	23427
1997	E008N55AD	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	50	1000	86400	39284
1997	E009N54BB	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	1	1000	86400	45524
1997	E009N57DC	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	2	3	86400	39284
1997	E010N56DA	1	Animalia	5534	Soricidae	7571319	Sorex minutus	3	1000	31536000	1360
1997	E011N55BD	1	Animalia	5510	Muridae	2437756	Apodemus flavicollis	1	50	86400	4493
1997	E012N54BA	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	4	160	86400	45524
1997	E015N55CA	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	3	3	86400	39284
1996	E008N56DB	1	Animalia	5307	Mustelidae	2433753	Lutra lutra	3	1000	86400	23427
1996	E009N56CB	1	Animalia	5307	Mustelidae	2433753	Lutra lutra	1	1000	86400	23427
1996	E010N57BC	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	1	790	86400	9311
1996	E011N55BD	1	Animalia	9368	Vespertilionidae	5707150	Pipistrellus pygmaeus	1	1000	86400	16848
1996	E012N55AB	1	Animalia	5307	Mustelidae	5219019	Mustela erminea	1	940	86400	23427
1996	E015N55CA	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	6	3	86400	39284
1995	E008N57DC	1	Animalia	5307	Mustelidae	2433753	Lutra lutra	4	1000	86400	23427
1995	E010N56AB	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	1	800	86400	34858
1995	E011N55DC	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	4	850	86400	39284
1995	E015N55CA	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	1	3	86400	39284
1994	E006N56DB	1	Animalia	5314	Delphinidae	5220081	Lagenorhynchus albirostris	2	1000	60	391
1994	E008N57CA	1	Animalia	9361	Phocoenidae	2440669	Phocoena phocoena	1	0.11	60	19402
1994	E009N56DA	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	2	1000	86400	45524
1994	E010N56AD	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	6	3	86400	39284
1994	E011N54BC	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	6	3	86400	39284
1994	E011N56CB	1	Animalia	9361	Phocoenidae	2440669	Phocoena phocoena	13	0.11	1	19402
1994	E012N55AB	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	3	580	86400	15823
1993	E004N56CC	1	Animalia	9361	Phocoenidae	2440669	Phocoena phocoena	1	1000	60	19402
1993	E008N56BA	1	Animalia	5307	Mustelidae	2433753	Lutra lutra	2	1000	86400	23427
1993	E010N55AA	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	5	500	86400	34858
1993	E011N55BD	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	1	50	86400	9311
1993	E012N55CC	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	2	3	86400	39284
1992	E008N55CD	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	15	3	60	39284
1992	E009N56CD	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	4	290	86400	34858
1992	E010N57BC	1	Animalia	9361	Phocoenidae	2440669	Phocoena phocoena	4	1000	86400	19402
1992	E011N56BC	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	14	3	86400	39284
1992	E015N55CA	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	6	3	86400	39284
1991	E009N55CA	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	1	980	86400	15823
1991	E010N56AA	1	Animalia	5298	Cervidae	2440958	Cervus elaphus	1	890	86400	34858
1991	E011N55DD	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	5	3	86400	39284
1991	E015N55CA	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	5	3	86400	39284
1990	E009N57DC	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	7	3	86400	39284
1990	E011N54BB	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	7	3	86400	39284
1990	E012N55AB	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	6	940	86400	34858
1989	E008N55CD	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	8	3	86400	39284
1989	E010N55BB	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	3	3	86400	39284
1989	E011N55DD	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	4	3	86400	39284
1989	E012N56CC	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	1	930	86400	45524
1988	E008N55CA	1	Animalia	9361	Phocoenidae	2440669	Phocoena phocoena	6	1000	60	19402
1988	E009N56AC	1	Animalia	5307	Mustelidae	5218987	Mustela nivalis	1	920	86400	23427
1988	E010N57AD	1	Animalia	9361	Phocoenidae	2440669	Phocoena phocoena	1	1000	60	19402
1988	E011N56CD	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	10	3	86400	39284
1988	E012N56CD	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	1	570	86400	39284
1987	E008N56AD	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	1	259	86400	39284
1987	E010N56BB	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	1	1000	60	39284
1987	E011N56BC	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	4	3	86400	39284
1987	E014N55DB	1	Animalia	9368	Vespertilionidae	5218507	Plecotus auritus	1	1000	86400	16848
1986	E008N56BC	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	6	3	86400	39284
1986	E010N56AA	1	Animalia	9368	Vespertilionidae	5218507	Plecotus auritus	1	1000	86400	16848
1986	E011N55DB	1	Animalia	5307	Mustelidae	5219019	Mustela erminea	1	1000	2592000	23427
1986	E014N55DD	1	Animalia	5534	Soricidae	7571319	Sorex minutus	2	1000	86400	1360
1985	E008N56BB	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	2	3	86400	39284
1985	E010N57DD	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	2	3	86400	39284
1985	E012N55AD	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	1	390	86400	9311
1984	E008N56BC	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	6	3	86400	39284
1984	E011N54AB	1	Animalia	5307	Mustelidae	5218887	Martes foina	1	1000	86400	23427
1984	E012N55AD	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	1	870	86400	45524
1983	E009N55CD	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	1	780	86400	45524
1983	E011N55AB	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	2	3	86400	39284
1983	E015N55CA	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	2	3	86400	39284
1982	E010N56AD	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	1	3	86400	39284
1982	E011N56DC	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	1	3	86400	39284
1981	E008N55CB	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	3	3	86400	39284
1981	E010N57BA	1	Animalia	3240723	Cricetidae	4265185	Arvicola amphibius	1	870	86400	1954
1981	E011N57CC	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	1	3	86400	39284
1980	E010N55AA	1	Animalia	5307	Mustelidae	5219019	Mustela erminea	1	930	86400	23427
1980	E012N55AD	1	Animalia	5534	Soricidae	8316400	Sorex araneus	1	390	86400	1360
1979	E010N55AB	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	1	3	86400	39284
1979	E011N56DC	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	1	3	86400	39284
1978	E009N55DB	1	Animalia	5307	Mustelidae	2433753	Lutra lutra	1	1000	31536000	23427
1978	E012N55AD	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	2	390	86400	9311
1977	E012N55BA	1	Animalia	5510	Muridae	2437756	Apodemus flavicollis	3	840	86400	4493
1975	E009N57CC	1	Animalia	5307	Mustelidae	5218987	Mustela nivalis	1	1000	86400	23427
1973	E008N56AC	1	Animalia	5307	Mustelidae	5218987	Mustela nivalis	1	1000	86400	23427
1972	E008N56BB	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	1	870	86400	34858
1971	E010N55AA	1	Animalia	5307	Mustelidae	2433875	Meles meles	1	930	86400	23427
1970	E012N55BA	1	Animalia	5510	Muridae	2439261	Rattus norvegicus	1	840	86400	4493
1969	E012N55BA	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	1	840	86400	9311
1968	E014N55DB	1	Animalia	5510	Muridae	2437756	Apodemus flavicollis	8	1000	86400	4493
1963	E008N57DC	1	Animalia	5534	Soricidae	7571319	Sorex minutus	2	100	86400	1360
1960	E014N55DD	1	Animalia	5534	Soricidae	8316400	Sorex araneus	1	1000	86400	1360
1952	E010N57CB	1	Animalia	5510	Muridae	2439261	Rattus norvegicus	1	1000	86400	4493
1946	E008N56BB	1	Animalia	5510	Muridae	5219833	Micromys minutus	1	1000	86400	4493
1943	E011N54BA	1	Animalia	5510	Muridae	2437756	Apodemus flavicollis	1	1000	86400	4493
1940	E012N55BA	1	Animalia	9614	Bovidae	2441022	Bos taurus	1	1000	31622400	103
1930	E014N55DD	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	4	1000	86400	15823
1901	E010N55CD	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	2	1000	31536000	15823
	E008N55BC	1	Animalia	9435	Dipodidae	2439449	Sicista betulina	1	15		153
	E008N56DA	1	Animalia	5307	Mustelidae	2433875	Meles meles	1	1000		23427
	E009N55BB	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	2	45		45524
	E009N56AC	1	Animalia	9682	Balaenidae	2440330	Balaena mysticetus	1	1000		22
	E009N56DD	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	2	45		45524
	E010N55BD	1	Animalia	5510	Muridae	2437756	Apodemus flavicollis	1	1000		4493
	E010N56CA	1	Animalia	5307	Mustelidae	2433753	Lutra lutra	127	8		23427
	E010N57DA	1	Animalia	5314	Delphinidae	2440483	Orcinus orca	1	1000		391
	E011N55CA	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	1	145		45524
	E012N55AD	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	1	85		45524
